titular_de_registro;empresa_pais_tipo;empresa_estado;empresa_pais_mencionado;tipo_empresa
Maxunitech do Brasil Ltda;(Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial <BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Carazinho<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Nova Mutum<BRASIL>IMPORTADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Foz do Iguaçu/PR<BRASIL>IMPORTADOR) +  (Kesai Eagrow do Brasil Ltda<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Ibiporã<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Uberaba<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Passo Fundo<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Barueri<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Ibiporã-PR<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Itu/SP<BRASIL>IMPORTADOR) +  (Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS <BRASIL>IMPORTADOR) +  (Rainbow Defensivos Agrícolas Ltda.- Aparecida de Goiania/GO<BRASIL>IMPORTADOR) +  (Rainbow Defensivos Agrícolas Ltda - Paulinia/SP<BRASIL>IMPORTADOR) +  (Rainbow Defensivos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (Rainbow Defensivos Agrícolas Ltda - Ibipora/PR<BRASIL>IMPORTADOR) +  (Novachem Importação e Comércio Ltda<BRASIL>IMPORTADOR) +  (Acrom Agroindustrial Ltda- Londrina/PR<BRASIL>IMPORTADOR) +  (Acrom Agroindustrial Ltda- Londrina/PR (Filial)<BRASIL>IMPORTADOR) +  (Instaagro Soluções em Agronegócios Ltda<BRASIL>IMPORTADOR) +  (Novachem Importação e Comércio Ltda<BRASIL>IMPORTADOR) +  (Novachem Importação e Comércio Ltda - Ribeirão Preto/Sp<BRASIL>IMPORTADOR) +  (Agroquima Produtos Agropecuários Ltda - Goiânia/GO<BRASIL>IMPORTADOR) +  (Chemical Solution Pará Ltda <BRASIL>IMPORTADOR) +  (Chemical Solution Para Ltda. - Maceió/AL<BRASIL>IMPORTADOR) +  (Zhongxun do Brasil Ltda - São Paulo/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Sorocaba/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil Ltda -  Luis Eduardo Magalhães/BA<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Paulínia/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi- Ibiporã/PR <BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi-  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi- Carazinho/RS<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Dourados/MS<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Uberaba/MG<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Balsas/MA<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil Ltda - Araguaina/TO<BRASIL>IMPORTADOR);PR;CHINA, REPUBLICA POPULAR;Com presença internacional
Maxunitech do Brasil Ltda;(Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Acrom Agroindustrial Ltda- Londrina/PR<BRASIL>IMPORTADOR) +  (Agroquima Produtos Agropecuários Ltda - Goiânia/GO<BRASIL>IMPORTADOR) +  (Chemical Solution Pará Ltda <BRASIL>IMPORTADOR) +  (Chemical Solution Para Ltda. - Maceió/AL<BRASIL>IMPORTADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (CCAB Agro S.A.   São Paulo<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Sorriso/MT<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Luis Eduardo Magalhães<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Rondonópolis<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Aparecida de Goiania/GO<BRASIL>IMPORTADOR) +  (CCAB Agro S.A - Barueri<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.  Ibiporã<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Araguarina/TO<BRASIL>IMPORTADOR) +  (CCAB AGRO S.A. - Uberlândia-MG <BRASIL>IMPORTADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
Maxunitech do Brasil Ltda;(Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (Goplan S/A - Campinas<BRASIL>IMPORTADOR) +  (Pilarquim Br Comercial Ltda.- São Paulo<BRASIL>IMPORTADOR) +  (Agroquima Produtos Agropecuários Ltda - Goiânia/GO<BRASIL>IMPORTADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Chemical Solution Pará Ltda <BRASIL>IMPORTADOR) +  (Chemical Solution Para Ltda. - Maceió/AL<BRASIL>IMPORTADOR) +  (Jubailireg Brasil Ltda - São Paulo/SP<BRASIL>IMPORTADOR) +  (Zhongxun do Brasil Ltda - São Paulo/SP<BRASIL>IMPORTADOR) +  (Instaagro Soluções em Agronegócios Ltda<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Barueri/SP<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Boa Vista/RR<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   São Paulo<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Sorriso/MT<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Luis Eduardo Magalhães<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Rondonópolis<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Aparecida de Goiania/GO<BRASIL>IMPORTADOR) +  (CCAB Agro S.A - Barueri<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.  Ibiporã<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Araguarina/TO<BRASIL>IMPORTADOR) +  (CCAB AGRO S.A. - Uberlândia-MG <BRASIL>IMPORTADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;(Valent Bioscience LLC - Iowa<ESTADOS UNIDOS>FORMULADOR) +  (A to Z Drying Inc.<ESTADOS UNIDOS>FORMULADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE<BRASIL>IMPORTADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A. - Barueri/SP<BRASIL>IMPORTADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE<BRASIL>MANIPULADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE<BRASIL>FORMULADOR);CE;ESTADOS UNIDOS;Com presença internacional
Agroallianz S.A;(Ascenza Agro S.A. <PORTUGAL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Perterra Insumos Agropecuários S.A.  São Paulo/SP<BRASIL>IMPORTADOR) +  (AGM Argentina S.A - Pilar<ARGENTINA>FORMULADOR) +  (Compania Cibeles S.A.<URUGUAI>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (Zhejiang Heben Pesticide & Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>MANIPULADOR) +  (Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial <BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Carazinho<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Nova Mutum<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Assis/SP<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Balsas/MA<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Uberaba/MG<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Marabá/PA<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Araguaína/TO<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Rio Verde/GO<BRASIL>IMPORTADOR);SP;PORTUGAL;Com presença internacional
Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;(Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>FORMULADOR) +  (Iharabras S.A. Indústria Químicas - Sorocaba<BRASIL>FORMULADOR) +  (Servatis S.A., Massa Falida da Sociedade Empresaria <BRASIL>FORMULADOR);;BRASIL;Somente nacional
Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;(Iharabras S.A. Indústria Químicas - Sorocaba<BRASIL>FORMULADOR) +  (Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Servatis S.A., Massa Falida da Sociedade Empresaria <BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (Syngenta Production France S.A.S - St. Pierre<FRANÇA>FORMULADOR) +  (Syngenta Crop Protection LLC - Omaha Site<ESTADOS UNIDOS>FORMULADOR) +  (Syngenta España S.A.,  - Pontevedra<ESPANHA>FORMULADOR);MG;BRASIL;Com presença internacional
Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;(Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>FORMULADOR) +  (Syngenta España S.A.,  - Pontevedra<ESPANHA>FORMULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FORMULADOR) +  (Adama Brasil S.A. - Taquari<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Syngenta S.A. - Cartagena<COLÔMBIA>FORMULADOR) +  (Rizobacter Argentina S.A<ARGENTINA>FORMULADOR) +  (Chemark ZRT  <HUNGRIA, REPUBLICA DA>FORMULADOR);PR;BRASIL;Com presença internacional
Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;(Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>FORMULADOR) +  (Syngenta España S.A.,  - Pontevedra<ESPANHA>FORMULADOR) +  (Syngenta Crop Protection LLC - Omaha Site<ESTADOS UNIDOS>FORMULADOR);;BRASIL;Com presença internacional
Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;(Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>FORMULADOR) +  (Syngenta Crop Protection AG<SUÍCA>FORMULADOR) +  (Syngenta Crop Protection AG - Basel<SUÍCA>FORMULADOR) +  (Bayer S.A. - Belford Roxo<BRASIL>FORMULADOR) +  (Iharabras S.A. Indústria Químicas - Sorocaba<BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (Basf S.A.  Guaratinguetá<BRASIL>FORMULADOR) +  (Servatis S.A., Massa Falida da Sociedade Empresaria <BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Adama Brasil S.A. - Taquari<BRASIL>FORMULADOR) +  (Syngenta S.A. - Cartagena<COLÔMBIA>FORMULADOR);MG;BRASIL;Somente nacional
Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;(Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>FORMULADOR) +  (Syngenta Crop Protection LLC - Omaha Site<ESTADOS UNIDOS>FORMULADOR) +  (Basf S.A.  Guaratinguetá<BRASIL>FORMULADOR) +  (Iharabras S.A. Indústria Químicas - Sorocaba<BRASIL>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Servatis S.A., Massa Falida da Sociedade Empresaria <BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR);MG;BRASIL;Com presença internacional
Agro Import do Brasil Ltda. - Porto Alegre/RS;(Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Agro Import do Brasil Ltda. - Porto Alegre/RS<BRASIL>IMPORTADOR) +  (Agro Import do Brasil Ltda. - Filial Ibiporã<BRASIL>IMPORTADOR) +  (Sichuan Leshan Fuhua Tongda Agro-chemical Technology Co. LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jingma Chemicals Co., Ltd. - Zhejiang<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Goplan S/A - Campinas<BRASIL>IMPORTADOR) +  (Nutrien Soluções Agrícolas Ltda.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Nutrien Soluções Agrícolas Ltda.  Itapetininga/SP<BRASIL>IMPORTADOR) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CAC Nantong Chemical Co. Ltd. - Jiangsu<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Nanjing Essence Fine-Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (China Jiangsu International Economic and Technical Cooperation Group, Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhenjiang Jiangnan Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhenjiang Jiangnan Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Agrofauna Comércio de Insumos Ltda  S.J.do Rio Preto/SP<BRASIL>IMPORTADOR) +  (Meghmani Industries Ltd. (Unit-III) - Dahej <ÍNDIA>FORMULADOR) +  (Meghmani Industries Ltd. (Unit-III) - Dahej <ÍNDIA>FORMULADOR) +  (Agricola Alvorada S.A. - Primavera do Leste/MT (Parque industrial)<BRASIL>IMPORTADOR) +  (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hubei Trisun Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);RS;CHINA, REPUBLICA POPULAR;Com presença internacional
Maxunitech do Brasil Ltda;(Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Acrom Agroindustrial Ltda- Londrina/PR<BRASIL>IMPORTADOR) +  (Agroquima Produtos Agropecuários Ltda - Goiânia/GO<BRASIL>IMPORTADOR) +  (Chemical Solution Pará Ltda <BRASIL>IMPORTADOR) +  (Jubaili Brasil Ltda - São Paulo/SP<BRASIL>IMPORTADOR) +  (Zhongxun do Brasil Ltda - São Paulo/SP<BRASIL>IMPORTADOR);PR;CHINA, REPUBLICA POPULAR;Com presença internacional
Maxunitech do Brasil Ltda;(Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Instaagro Soluções em Agronegócios Ltda<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Sorocaba/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil Ltda -  Luis Eduardo Magalhães/BA<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Paulínia/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi- Ibiporã/PR <BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi-  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi- Carazinho/RS<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Uberaba/MG<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Dourados/MS<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil Ltda - Araguaina/TO<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Balsas/MA<BRASIL>IMPORTADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
AllierBrasil Agro Ltda.;(Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);;CHINA, REPUBLICA POPULAR;Com presença internacional
Maxunitech do Brasil Ltda;(Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Servatis S.A., Massa Falida da Sociedade Empresaria <BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR);SP;BRASIL;Com presença internacional
Maxunitech do Brasil Ltda;(Oriental (Luzhou) Agrochemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Agroquima Produtos Agropecuários Ltda - Goiânia/GO<BRASIL>IMPORTADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Chemical Solution Pará Ltda <BRASIL>IMPORTADOR) +  (Chemical Solution Para Ltda. - Maceió/AL<BRASIL>IMPORTADOR) +  (Zhongxun do Brasil Ltda - São Paulo/SP<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Barueri/SP<BRASIL>IMPORTADOR) +  (Agrilean Inputs S.A. - Boa Vista/RR<BRASIL>IMPORTADOR) +  (Instaagro Soluções em Agronegócios Ltda<BRASIL>IMPORTADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
Haffs Indústria e Comércio de Insumos Agro & Químicos Ltda - Itaquaquecetuba/SP;(Enro Industrial Ltda.<BRASIL>FORMULADOR);;BRASIL;Somente nacional
Ascenza Brasil Ltda - Hortolândia/SP;(Ascenza Agro S.A. <PORTUGAL>FORMULADOR) +  (Zhejiang Jiahua Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Iharabras S.A. Indústria Químicas - Sorocaba<BRASIL>MANIPULADOR) +  (Nortox S.A. - Arapongas<BRASIL>MANIPULADOR) +  (Nortox S.A. - Rondonópolis<BRASIL>MANIPULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>MANIPULADOR) +  (Tradecorp do Brasil Comércio de insumos Agrícolas Ltda - Hortolândia/SP<BRASIL>IMPORTADOR);SP;PORTUGAL;Com presença internacional
Ouro Fino Química S.A. - Uberaba;(Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR> ) +  (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);MG;CHINA, REPUBLICA POPULAR;Com presença internacional
Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP;(Meghmani Organics Ltd. Unit I - Ankleshwar <ÍNDIA>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR);SP;ÍNDIA;Com presença internacional
CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR;(Shenyang Research Institute Of Chemical Industry (Nantong) Chemical Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Saerfu (Henan) Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Weifang Haibang Chemical Industry Co. Ltd. <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);;CHINA, REPUBLICA POPULAR;Com presença internacional
